time,index,YZ,Trap,Measurements,Correction,CorrectionLimit,CurrentR,CurrentL,ZReference,ZMeasured,Difference
16:25:29,1,Z,,1,0.36,0,0,0,1108,1078,30
16:25:29,2,Z,,1,0.276,0,0,0,1108,1085,23
16:25:30,3,Z,,1,-0.264,0,0,0,1108,1130,-22
16:25:30,4,Z,,1,0.228,0,0,0,1108,1089,19
16:25:31,5,Z,,1,0.252,0,0,0,1108,1087,21
16:25:31,6,Z,,1,0.204,0,0,0,1108,1091,17
16:25:31,7,Z,,1,0.264,0,0,0,1108,1086,22
16:25:32,8,Z,,1,0.252,0,0,0,1108,1087,21
16:25:32,9,Z,,1,0.24,0,0,0,1108,1088,20
16:25:33,10,Z,,1,0.324,0,0,0,1108,1081,27
16:25:33,11,Z,,1,0.276,0,0,0,1108,1085,23
16:25:33,,Accumulated
,,TotalY,,,-22.808
,,TotalZ,,,-29.3546
,,CalculatedZ,,,1093.7217
,,NumberLeft,,,116
,,NumberRight,,,115
,,NumberCenter,,,230
